ticket_id,status,product_area,response,justification,request_type,confidence_score,source_documents,risk_level,pii_detected,language,actions_taken
T0061,replied,devplatform_assessment,"Here's the relevant guidance from our documentation:
Test variants — when to use them and tradeoffs
A variant lets one DevPlatform test adapt itself to different
candidate profiles (e.g. React vs Angular vs Vue front-end roles)
without duplicating the entire test.
When to use variants
Create variants when:
- The role family is the same but the tech stack differs.
- The shared skills (e.g. Data structures, algorithms) should be tested
consistently across all candidates.
- You want a single report template with role-specific sections.
Advantages
- Reduces the number of separate tests you need to maintain.
- Decreases administra
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=low | retrieval_top1=1.203 | domain=devplatform | decision=heuristic_fallback,product_issue,0.6593,data/devplatform/tests/test-variants.md,low,false,en,[]
T0062,escalated,safety_review,"I cannot follow instructions that try to change how I handle support tickets. I'm flagging this for review by our team. If you have a legitimate support question, please send it as a normal request and a human teammate will respond shortly.","state=ESCALATED | reason=critical_prompt_injection_detected | risk=critical | injection_score=1.00 | retrieval_top1=1.259 | domain=devplatform | decision=heuristic_fallback | reasons=prompt_injection_critical,risk_injection_critical_1.00",invalid,0.3952,,critical,false,en,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""high"", ""queue"": ""trust_and_safety"", ""reason"": ""Suspected prompt injection / adversarial input.""}}, {""action"": ""create_internal_note"", ""parameters"": {""note"": ""Ticket flagged by automated safety layer for prompt-injection patterns."", ""tags"": [""suspected_injection""]}}]"
T0063,replied,claude_billing,"Based on the documented process, here's how this works:
Claude subscription refund eligibility
Refunds for Claude Pro, Claude Team, and Claude Enterprise subscriptions
are evaluated case by case. As a general rule:
- Accidental upgrade reported within 24 hours: usually refundable.
- Double-charge in the same billing period: refundable; we will
also block the duplicate at the card-network level.
- Service outage that prevented use of paid features: refundable
pro-rated to the outage duration.
- Cancellation just after a renewal you forgot about: not
automatically refundable, but the billing team can issue goodwill
credit
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.","state=RESOLVED | reason=grounded_reply | risk=high | retrieval_top1=1.263 | domain=claude | decision=heuristic_fallback | reasons=pii_account_id,risk_pattern_high_dispute,risk_pii_medium_value",product_issue,0.6054,data/claude/billing/refund-eligibility.md,high,true,en,[]
T0064,replied,claude_api_usage,"Based on the documented process, here's how this works:
Claude API rate limits
Rate limits are applied per organization and per model. They are expressed
in three dimensions: requests per minute (RPM), input tokens per minute
(ITPM), and output tokens per minute (OTPM).
When you hit a rate limit, the API returns HTTP 429 with a
retry-after header indicating how long to wait before retrying.
How to avoid 429s
- Implement exponential backoff with jitter on 429 responses.
- Cache results when a request is idempotent.
- For batch workloads, use the Files / Batches APIs which run against a
separate, higher rate limit.
If your workload genu
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=medium | retrieval_top1=0.929 | domain=devplatform | decision=heuristic_fallback | reasons=risk_pattern_medium_bug,product_issue,0.6059,data/claude/api/rate-limits.md,medium,false,en,[]
T0065,replied,visa_general,"From our help center on this topic:
Visa card tiers — Classic, Gold, Platinum, Signature, Infinite
Visa cards are issued in several tiers, each with a different set of
benefits. The tier is decided by the issuing bank, not Visa
directly. Visa sets the minimum benefits standard for each tier.
Common tiers (consumer credit/debit)
- Visa Classic — entry-level, basic Zero Liability protection.
- Visa Gold — higher card limits, extended warranty perks.
- Visa Platinum — travel-related perks, lounge passes in some
markets.
- Visa Signature — enhanced travel benefits, complimentary travel
insurance in ma
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=low | retrieval_top1=1.266 | domain=visa | decision=heuristic_fallback,product_issue,0.6709,data/visa/cards/card-tiers.md,low,false,en,[]
T0066,replied,claude_general,"Thanks for reaching out — that's outside the scope of what I can help with here (DevPlatform, Claude, or Visa support). If you have a support question about one of those products, share the details and I'll route it to the right team.",state=RESOLVED | reason=harmless_out_of_scope:harmless_out_of_scope | risk=low | retrieval_top1=1.259 | domain=claude | decision=heuristic_fallback | reasons=scope_harmless,invalid,0.3000,,low,false,en,[]
T0067,replied,claude_general,"Here's the relevant guidance from our documentation:
Claude enterprise compliance — HIPAA, BAA, data residency
Claude Enterprise is the right tier for organizations with
regulated-data requirements. Standard Claude consumer and Claude Team
subscriptions are not certified for HIPAA-regulated workloads.
HIPAA
For HIPAA-regulated use cases, contact the Claude Enterprise sales team
to request a Business Associate Agreement (BAA). Once a BAA is signed,
you can use Claude within the agreed scope.
Data residency
Enterprise customers can request that conversations and uploaded files
be stored in a specified region. Available regions and exa
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.","state=RESOLVED | reason=grounded_reply | risk=medium | retrieval_top1=0.928 | domain=devplatform | decision=heuristic_fallback | reasons=pii_phone,risk_pii_medium_value",product_issue,0.6069,data/claude/enterprise/compliance.md,medium,true,en,[]
T0068,escalated,safety_review,"I cannot follow instructions that try to change how I handle support tickets. I'm flagging this for review by our team. If you have a legitimate support question, please send it as a normal request and a human teammate will respond shortly.","state=ESCALATED | reason=critical_prompt_injection_detected | risk=critical | injection_score=0.92 | retrieval_top1=1.117 | domain=devplatform | decision=heuristic_fallback | reasons=prompt_injection_critical,pii_account_id,pii_phone,risk_injection_critical_0.92,risk_pii_medium_value",invalid,0.4169,,critical,true,en,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""high"", ""queue"": ""trust_and_safety"", ""reason"": ""Suspected prompt injection / adversarial input.""}}, {""action"": ""create_internal_note"", ""parameters"": {""note"": ""Ticket flagged by automated safety layer for prompt-injection patterns."", ""tags"": [""suspected_injection""]}}]"
T0069,replied,visa_general,"Here's the relevant guidance from our documentation:
Disputing a Visa transaction
If you see a charge on your statement that you do not recognise or believe
is incorrect, you can open a dispute. Disputes are handled by your card-
issuing bank in coordination with Visa.
Before you call
Have ready:
- The transaction date and amount.
- The merchant name as shown on the statement.
- The reason for the dispute (unauthorised, duplicate, service not
received, or service not as described).
Steps
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=low | retrieval_top1=1.087 | domain=visa | decision=heuristic_fallback,product_issue,0.6443,data/visa/disputes/dispute-process.md,low,false,es,[]
T0070,escalated,safety_review,"I cannot follow instructions that try to change how I handle support tickets. I'm flagging this for review by our team. If you have a legitimate support question, please send it as a normal request and a human teammate will respond shortly.","state=ESCALATED | reason=critical_prompt_injection_detected | risk=critical | injection_score=1.00 | retrieval_top1=1.264 | domain=visa | decision=heuristic_fallback | reasons=prompt_injection_critical,pii_ssn,risk_injection_critical_1.00,risk_pii_high_value,conversation_cross_ticket_reference",invalid,0.4281,,critical,true,en,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""high"", ""queue"": ""trust_and_safety"", ""reason"": ""Suspected prompt injection / adversarial input.""}}, {""action"": ""create_internal_note"", ""parameters"": {""note"": ""Ticket flagged by automated safety layer for prompt-injection patterns."", ""tags"": [""suspected_injection""]}}]"
T0071,escalated,devplatform_billing,This looks like a situation that needs a human review. I'm escalating to the appropriate team and they'll be in touch.,"state=ESCALATED | reason=high_risk_sensitive:pattern_high:legal pattern_high:dispute | risk=high | retrieval_top1=1.211 | domain=devplatform | decision=heuristic_fallback | reasons=risk_pattern_high_legal,risk_pattern_high_dispute",product_issue,0.5939,,high,false,en,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""high"", ""queue"": ""tier3_legal"", ""reason"": ""Sensitive-topic high-risk ticket (legal/access/safety).""}}]"
T0072,escalated,safety_review,"I don't have enough detail in this ticket to help safely. Please share more context (the product, what you tried, and what happened) and I'll route it to the right team.","state=ESCALATED | reason=insufficient_signal | risk=critical | injection_score=0.85 | retrieval_top1=1.080 | decision=heuristic_fallback | reasons=insufficient_signal,prompt_injection_critical,risk_injection_critical_0.85,scope_ambiguous",invalid,0.3356,,critical,false,en,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""normal"", ""queue"": ""tier1_general"", ""reason"": ""Ticket has insufficient content to classify confidently.""}}]"
T0073,escalated,claude_general,"I don't have enough detail in this ticket to help safely. Please share more context (the product, what you tried, and what happened) and I'll route it to the right team.",state=ESCALATED | reason=insufficient_signal | risk=low | retrieval_top1=1.089 | decision=heuristic_fallback | reasons=insufficient_signal,invalid,0.5953,,low,false,en,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""normal"", ""queue"": ""tier1_general"", ""reason"": ""Ticket has insufficient content to classify confidently.""}}]"
T0074,escalated,safety_review,"I cannot follow instructions that try to change how I handle support tickets. I'm flagging this for review by our team. If you have a legitimate support question, please send it as a normal request and a human teammate will respond shortly.","state=ESCALATED | reason=critical_prompt_injection_detected | risk=critical | injection_score=1.00 | retrieval_top1=0.926 | domain=devplatform | decision=heuristic_fallback | reasons=prompt_injection_critical,risk_injection_critical_1.00,scope_ambiguous",invalid,0.3339,,critical,false,en,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""high"", ""queue"": ""trust_and_safety"", ""reason"": ""Suspected prompt injection / adversarial input.""}}, {""action"": ""create_internal_note"", ""parameters"": {""note"": ""Ticket flagged by automated safety layer for prompt-injection patterns."", ""tags"": [""suspected_injection""]}}]"
T0075,escalated,visa_general,"I don't have enough detail in this ticket to help safely. Please share more context (the product, what you tried, and what happened) and I'll route it to the right team.",state=ESCALATED | reason=insufficient_signal | risk=low | retrieval_top1=1.268 | domain=visa | decision=heuristic_fallback | reasons=insufficient_signal,product_issue,0.6000,,low,false,en,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""normal"", ""queue"": ""tier1_general"", ""reason"": ""Ticket has insufficient content to classify confidently.""}}]"
T0076,escalated,claude_general,"I don't have enough detail in this ticket to help safely. Please share more context (the product, what you tried, and what happened) and I'll route it to the right team.","state=ESCALATED | reason=insufficient_signal | risk=medium | retrieval_top1=0.926 | domain=visa | decision=heuristic_fallback | reasons=insufficient_signal,pii_phone,risk_pii_medium_value",product_issue,0.6000,,medium,true,en,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""normal"", ""queue"": ""tier1_general"", ""reason"": ""Ticket has insufficient content to classify confidently.""}}]"
T0077,replied,claude_assessment,"From our help center on this topic:
Deleting a conversation removes it from your account and queues it for
permanent deletion from storage according to the retention
schedule published on privacy.claude.com. Uploaded files attached to the
conversation are also deleted as part of this process.
If you used the conversation for sensitive content, also consider using
Temporary Chat going forward — these conversations are not saved to
your history.
Reference: https://privacy.claude.com/en/articles/[phone_redacted]-how-can-i-delete-or-rename-a-conversation
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=low | retrieval_top1=0.880 | domain=devplatform | decision=heuristic_fallback,product_issue,0.5987,data/claude/conversation-management/delete-rename-conversation.md,low,false,en,[]
T0078,escalated,safety_review,"I cannot follow instructions that try to change how I handle support tickets. I'm flagging this for review by our team. If you have a legitimate support question, please send it as a normal request and a human teammate will respond shortly.","state=ESCALATED | reason=critical_prompt_injection_detected | risk=critical | injection_score=0.95 | retrieval_top1=1.258 | domain=devplatform | decision=heuristic_fallback | reasons=prompt_injection_critical,risk_injection_critical_0.95,conversation_soft_exfiltration_last_turn,scope_ambiguous",invalid,0.1527,,critical,false,it,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""high"", ""queue"": ""trust_and_safety"", ""reason"": ""Suspected prompt injection / adversarial input.""}}, {""action"": ""create_internal_note"", ""parameters"": {""note"": ""Ticket flagged by automated safety layer for prompt-injection patterns."", ""tags"": [""suspected_injection""]}}]"
T0079,replied,visa_general,"From our help center on this topic:
ATM kept my card / I forgot my PIN
ATMs commonly capture (retain) a Visa card after three consecutive
incorrect PIN attempts. The captured card stays in the ATM until the
operating bank retrieves and disposes of it during the next
maintenance cycle (usually within 1–2 business days).
Immediate steps
1. Note the ATM details — bank name, branch, ATM ID, date/time.
2. Call your card issuer using the number on the back of your card
to confirm the PIN block and block the card from further use.
3. If you cannot reach the issuer, call Visa Global Customer Assistance
([phone_redacted]
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=low | retrieval_top1=1.266 | domain=visa | decision=heuristic_fallback,product_issue,0.6749,data/visa/cards/atm-pin-blocked.md,low,false,en,[]
T0080,replied,visa_general,"From our help center on this topic:
Most issuers do not return ATM-captured cards. Instead, they
cancel the card and issue a replacement to your registered address.
You will need to set a new PIN once you receive the new card.
If you are stranded abroad
If you have no other payment method and you are traveling, prioritize
the GCAS call — they can arrange emergency cash to a Western Union or
similar pickup point within hours.
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=medium | retrieval_top1=1.209 | domain=visa | decision=heuristic_fallback | reasons=risk_pattern_medium_billing,product_issue,0.6042,data/visa/cards/atm-pin-blocked.md,medium,false,en,[]
T0081,replied,claude_general,"Here's what our documentation says:
If you believe another user's conversations are visible in your account,
treat this as a serious privacy concern: sign out immediately and
contact support. We will escalate to the trust-and-safety team for
investigation. Do not attempt to read or copy the content you're seeing.
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=low | retrieval_top1=1.154 | domain=claude | decision=heuristic_fallback | reasons=conversation_pressure_tactic,product_issue,0.5304,data/claude/privacy/workspace-data-isolation.md,low,false,en,[]
T0082,escalated,claude_api_usage,Thanks for reaching out. I'm not able to take action on this request directly. I've escalated it to a human teammate who will follow up.,"state=ESCALATED | reason=high_injection_signal | risk=high | injection_score=0.84 | retrieval_top1=0.929 | domain=devplatform | decision=heuristic_fallback | reasons=prompt_injection_high,risk_injection_high_0.84",product_issue,0.4098,,high,false,en,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""high"", ""queue"": ""trust_and_safety"", ""reason"": ""Possible prompt injection / manipulation pattern.""}}]"
T0083,replied,claude_general,"Here's what our documentation says:
Conversation and workspace data isolation in Claude
Each Claude account has its own private conversation history. Other
users — including members of your workspace, family-shared Apple/Google
accounts, or other people who use the same browser profile after signing
out — cannot see your conversations.
What is NOT shared
- Personal conversation history between Claude accounts.
- Uploaded files between separate accounts.
- Project instructions or memories between accounts.
What IS shared (when you opt in)
- Conversations explicitly shared via the Share link feature.
- Files added
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=low | retrieval_top1=1.259 | domain=claude | decision=heuristic_fallback,product_issue,0.6697,data/claude/privacy/workspace-data-isolation.md,low,false,en,[]
T0084,escalated,safety_review,"I cannot follow instructions that try to change how I handle support tickets. I'm flagging this for review by our team. If you have a legitimate support question, please send it as a normal request and a human teammate will respond shortly.","state=ESCALATED | reason=critical_prompt_injection_detected | risk=critical | injection_score=0.95 | retrieval_top1=1.058 | decision=heuristic_fallback | reasons=prompt_injection_critical,pii_account_id,risk_injection_critical_0.95,risk_pii_medium_value,scope_ambiguous",invalid,0.3361,,critical,true,en,"[{""action"": ""escalate_to_human"", ""parameters"": {""priority"": ""high"", ""queue"": ""trust_and_safety"", ""reason"": ""Suspected prompt injection / adversarial input.""}}, {""action"": ""create_internal_note"", ""parameters"": {""note"": ""Ticket flagged by automated safety layer for prompt-injection patterns."", ""tags"": [""suspected_injection""]}}]"
T0085,replied,devplatform_general,"Here's the relevant guidance from our documentation:
- Profile information, badges, and solved problems on Community.
- Any assessment attempts you submitted as a candidate.
- Workspace seats you held under DevPlatform for Work (separately, your
workspace admin must remove you from any active workspace before the
account can be fully closed).
If your account is part of a paid workspace, contact your workspace
admin first; some deletion paths require admin acknowledgement.
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.","state=RESOLVED | reason=grounded_reply | risk=medium | retrieval_top1=1.260 | domain=devplatform | decision=heuristic_fallback | reasons=pii_email,risk_pii_medium_value",product_issue,0.6278,data/devplatform/account/delete-account.md,medium,true,en,[]
T0086,replied,claude_billing,"From our help center on this topic:
Deleting a conversation removes it from your account and queues it for
permanent deletion from storage according to the retention
schedule published on privacy.claude.com. Uploaded files attached to the
conversation are also deleted as part of this process.
If you used the conversation for sensitive content, also consider using
Temporary Chat going forward — these conversations are not saved to
your history.
Reference: https://privacy.claude.com/en/articles/[phone_redacted]-how-can-i-delete-or-rename-a-conversation
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=medium | retrieval_top1=1.152 | domain=claude | decision=heuristic_fallback | reasons=risk_pattern_medium_billing,product_issue,0.6118,data/claude/conversation-management/delete-rename-conversation.md|data/claude/privacy/data-retention.md,medium,false,en,[]
T0087,replied,visa_billing,"Here's what our documentation says:
""The merchant says I have to spend a minimum amount on my Visa card""
In many markets, **Visa's network rules prohibit merchants from
imposing a minimum-purchase amount for credit-card transactions**.
However, US-based merchants may set a minimum of up to $10 for
credit card transactions under federal law — and that minimum
cannot apply to debit cards.
US Virgin Islands and other US territories
In US territories (including the US Virgin Islands), merchants are
allowed to set a minimum of up to $10 for credit-card transactions.
They are not allowed to:
- Set a minimum hi
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=low | retrieval_top1=1.271 | domain=visa | decision=heuristic_fallback,product_issue,0.6553,data/visa/cards/minimum-spend-merchant.md,low,false,en,[]
T0088,replied,claude_general,"From our help center on this topic:
Deleting a conversation removes it from your account and queues it for
permanent deletion from storage according to the retention
schedule published on privacy.claude.com. Uploaded files attached to the
conversation are also deleted as part of this process.
If you used the conversation for sensitive content, also consider using
Temporary Chat going forward — these conversations are not saved to
your history.
Reference: https://privacy.claude.com/en/articles/[phone_redacted]-how-can-i-delete-or-rename-a-conversation
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.",state=RESOLVED | reason=grounded_reply | risk=low | retrieval_top1=1.260 | domain=claude | decision=heuristic_fallback,product_issue,0.6662,data/claude/conversation-management/delete-rename-conversation.md|data/claude/privacy/data-retention.md,low,false,en,[]
T0089,replied,claude_general,"Here's the relevant guidance from our documentation:
Publishes the IP ranges of its crawler. You can verify
incoming requests against these ranges if you want stronger evidence
than the user-agent string.
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.","state=RESOLVED | reason=grounded_reply | risk=medium | retrieval_top1=0.926 | domain=devplatform | decision=heuristic_fallback | reasons=pii_email,risk_pii_medium_value",product_issue,0.5785,data/claude/privacy/website-crawling-opt-out.md,medium,true,zh,[]
T0090,replied,visa_billing,"Here's the relevant guidance from our documentation:
1. Block the card. Call the customer-service number on the back of
your card and ask the issuing bank to block the card immediately.
2. Document the fraudulent charges. Note dates, amounts, merchant
names. The bank will need this when opening cases.
3. Open a dispute for each fraudulent charge. The bank typically
issues a provisional credit while it investigates.
4. File a police report if local laws require one for fraud cases.
Some banks need a police-report number to finalise the chargeback.
5. Watch for follow-on attempts. If the card was used for online
If this doesn't fully address your question, reply to this message and I'll route it to a human teammate.","state=RESOLVED | reason=grounded_reply | risk=high | retrieval_top1=1.132 | domain=visa | decision=heuristic_fallback | reasons=pii_account_id,risk_pattern_high_dispute,risk_pattern_high_financial,risk_pii_medium_value,conversation_cross_ticket_reference",product_issue,0.5868,data/visa/fraud/report-fraud.md,high,true,en,[]
